,Location_site,Sample:regular,Date,Time,Nearest_USGS,Streamflow_cfs,Sample:wet,Weather,Air_temp_C,Water_level,Water_odor,Water_color,Observed_use,Water_temp_C,Conductivity_Scm,Comments,Bacteria_MPNper100ml,Nitrate_mgperL,latitude,longitude,accuracy,UTM_Northing,UTM_Easting,UTM_Zone,Water_class,Safe_uses
79,"['P-S-15025, Pomperaug, Poverty Rd - Ewald Park - USGS Gauge, Southbury']",['Regular sample'],2020-09-02,11:39:34,Pomperaug,19.7,['Wet'],['Moderate or steady rain'],20.4,['Low'],['None'],['Silty'],['Fishing'],19.4,257,,1986.0,0.70,41.48134,-73.22506,4,4593713,648186,18T,2,"Danger ! Unsafe for swimming, boating, fishing or wading"
80,"['W-W-CHOH, Weekeepeemee, Chohees Trail,\tWoodbury']",['Regular sample'],2020-09-02,11:16:52,Weekeepeemee,4.75,['Wet'],"['Light rain', 'Moderate or steady rain']",19.6,['Average'],['Other'],['Tea'],['Fishing'],16.1,195,The water smelled a little fishy and was a light tea color,2420.0,0.33,41.604553,-73.225085,4,4607393,647903,18T,2,"Danger ! Unsafe for swimming, boating, fishing or wading"
81,"['P-S-18395, Pomperaug, The Gym - Flood Bridge Rd, Southbury']",['Duplicate'],2020-09-02,11:20:01,Pomperaug,19.7,['Wet'],['Moderate or steady rain'],20.2,['Average'],['None'],['Tea'],['Fishing'],19.3,327,,435.0,0.78,41.466976,-73.234062,4,4592103,647467,18T,1,"('Boating', 'Fishing')"
82,"['P-S-18395, Pomperaug, The Gym - Flood Bridge Rd, Southbury']",['Duplicate'],2020-09-02,11:17:55,Pomperaug,19.7,['Wet'],['Moderate or steady rain'],20.2,['Average'],['None'],['Tea'],['Fishing'],19.3,327,"power line safety issue in accessing site, plus rain (wet fingers) affecting data entry on tablet -- no downstream photo taken",461.0,0.85,41.466976,-73.234062,4,4592103,647467,18T,1,"('Boating', 'Fishing')"
84,"['P-S-15388, Pomperaug, Bent of the River, Southbury']",['Regular sample'],2020-09-02,10:41:29,Pomperaug,19.7,['Wet'],['Moderate or steady rain'],20.2,['Low'],['None'],['Clear'],['Other'],19.3,347,Family of ducks downstream,236.0,0.84,41.468681,-73.258058,4,4592251,645460,18T,1,"('Boating', 'Fishing')"
78,"['W-B-15009, Weekeepeemee, Wood Creek Rd,\tBethlehem']",['Regular sample'],2020-09-02,11:45:17,Weekeepeemee,5.02,['Wet'],['Light rain'],19.4,['Low'],['None'],['Clear'],['Fishing'],18.2,174.5,,2420.0,0.36,41.638793,-73.224868,4,4611195,647843,18T,2,"Danger ! Unsafe for swimming, boating, fishing or wading"
11,"['P-S-15025, Pomperaug, Poverty Rd - Ewald Park - USGS Gauge, Southbury']",['Duplicate'],2020-10-21,11:29:18,Pomperaug,34.2,['Dry'],['Cloudy'],17.5,['Low'],['None'],['Clear'],['Fishing'],13.5,284,,72.0,0.74,41.481606,-73.224485,4,4593743,648234,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
6,"['N-W-16335, Nonnewaug, Mill Rd - USGS Gauge, Woodbury']",['Regular sample'],2020-10-21,12:42:30,Nonnewaug,1.47,['Dry'],['Clouds with some sun'],20.8,['Low'],['None'],['Clear'],['Fishing'],14.7,215,,96.0,0.38,41.575383,-73.179946,4,4604232,651733,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
7,"['N-W-16274, Nonnewaug, Rt 61 Bridge, Woodbury']",['Regular sample'],2020-10-21,12:18:49,Nonnewaug,1.26,['Dry'],['Clouds with some sun'],23.6,['Average'],['None'],['Clear'],['Fishing'],15.1,224,,58.0,0.28,41.598824,-73.173259,4,4606847,652235,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
8,"['P-W-15012, Pomperaug, Middle Quarter / South Pomperaug Ave, Woodbury']",['Regular sample'],2020-10-21,12:13:20,Pomperaug,34.2,['Dry'],['Cloudy'],17.7,['Low'],['None'],['Clear'],['Fishing'],13.1,192.5,,133.0,0.61,41.521952,-73.206172,3,4598254,649670,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
9,"['P-S-15162, Pomperaug, Route 67 - Bennett Park, Southbury']",['Regular sample'],2020-10-21,11:52:28,Pomperaug,34.2,['Dry'],['Clouds with some sun'],18.4,['Low'],['None'],['Clear'],['Fishing'],13.6,199,,125.0,0.54,41.501044,-73.219054,4,4595911,648643,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
10,"['W-B-15009, Weekeepeemee, Wood Creek Rd,\tBethlehem']",['Regular sample'],2020-10-21,11:48:30,Weekeepeemee,12.6,['Dry'],['Cloudy'],17.1,['High'],['None'],"['Silty', 'Muddy (brown)']",['Fishing'],14.4,127.8,Flow was very rapid compared to what it has been all season and higher than would be reflected by rain received in the last week.  FOLLOW-UP NOTE: Fall drawdown of Long Meadow Lake was underway at time of sample.,1414.0,0.22,41.638864,-73.224889,4,4611202,647841,18T,2,"Danger ! Unsafe for swimming, boating, fishing or wading"
12,"['W-W-CHOH, Weekeepeemee, Chohees Trail,\tWoodbury']",['Regular sample'],2020-10-21,11:17:47,Weekeepeemee,12.6,['Dry'],['Cloudy'],18.0,['Average'],['None'],['Clear'],['Fishing'],14.4,147.1,,18.0,0.15,41.604547,-73.225147,4,4607392,647898,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
18,"['W-W-15530, Weekeepeemee, Jacks Bridge Rd, Woodbury']",['Duplicate'],2020-10-21,10:23:14,Weekeepeemee,12.6,['Dry'],['Foggy/misty'],19.0,['Average'],['None'],"['Clear', 'Green']",['Fishing'],13.9,150.9,Na,84.0,0.12,41.557673,-73.215451,4,4602204,648814,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
14,"['W-W-16022, Weekeepeemee, Brushy Hill Rd, Woodbury']",['Blank'],2020-10-21,11:01:30,Weekeepeemee,12.6,['Dry'],['Cloudy'],18.2,['Average'],['None'],['Clear'],['Fishing'],14.0,149.5,,0.0,0.05,41.585522,-73.230692,4,4605270,647479,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
15,"['W-W-16022, Weekeepeemee, Brushy Hill Rd, Woodbury']",['Regular sample'],2020-10-21,10:55:15,Weekeepeemee,12.6,['Dry'],['Cloudy'],18.2,['Average'],['None'],['Clear'],['Fishing'],14.0,149.5,,78.0,0.12,41.585585,-73.230681,4,4605277,647480,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
16,"['P-S-15388, Pomperaug, Bent of the River, Southbury']",['Regular sample'],2020-10-21,10:39:02,Pomperaug,34.2,['Dry'],"['Foggy/misty', 'Cloudy']",17.3,['Low'],['None'],['Clear'],['Other'],13.4,297,Foamy,71.0,0.67,41.468702,-73.258004,4,4592254,645464,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
17,"['W-W-15530, Weekeepeemee, Jacks Bridge Rd, Woodbury']",['Duplicate'],2020-10-21,10:33:42,Weekeepeemee,12.6,['Dry'],['Foggy/misty'],18.5,['Average'],['None'],"['Clear', 'Green']",['Fishing'],13.9,150.5,,66.0,0.12,41.557705,-73.215464,4,4602208,648812,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
19,"['P-S-OAKD, Pomperaug, Oakdale Manor, Southbury']",['Regular sample'],2020-10-21,10:07:02,Pomperaug,34.2,['Dry'],"['Cloudy', 'Foggy/misty']",16.3,['Low'],['None'],['Clear'],"['Boating', 'Fishing']",15.5,295,Ducks and geese downstream.  Sampled from the bigger dock,53.0,0.61,41.443327,-73.254743,4,4589442,645793,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
20,"['N-W-14355, Nonnewaug, Rt 47 Bridge, Woodbury']",['Regular sample'],2020-10-21,09:56:16,Nonnewaug,2.74,['Dry'],['Foggy/misty'],18.3,['Low'],['None'],['Clear'],['Fishing'],13.6,223,None,115.0,1.18,41.55796,-73.212732,4,4602241,649040,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
13,"['P-S-18395, Pomperaug, The Gym - Flood Bridge Rd, Southbury']",['Regular sample'],2020-10-21,11:06:59,Pomperaug,34.2,['Dry'],"['Foggy/misty', 'Cloudy']",17.5,['Average'],['None'],['Tea'],['Fishing'],13.3,282,,125.0,0.71,41.468063,-73.232292,4,4592226,647613,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
0,"['P-S-15025, Pomperaug, Poverty Rd - Ewald Park - USGS Gauge, Southbury']",['Duplicate'],2020-10-21,11:29:18,Pomperaug,34.2,['Dry'],['Cloudy'],17.5,['Low'],['None'],['Clear'],['Fishing'],13.5,284,,125.0,0.71,41.481606,-73.224485,4,4593743,648234,18T,0,"('Swimming', 'Wading', 'Fishing', 'Boating')"
